#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           WIND> Solar Wind Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     WIND>Wind Interplanetary Plasma Laboratory
#     DESCRIPTOR                      SWE>Solar Wind Experiment
#     DATA_TYPE                       K0>Key Parameter
#     TEXT                            SWE, a comprehensive plasma instrument for the WIND spacecraft,  K.W. Ogilvie,                        
#                                      et al., Space Sci. Rev., 71, 55-77, 1995.                                                             
#                                     USE OF THE QUALITY VARIABLES:
#                                     Quality flags are set in the analysis program that generates the KP data.  Previous                   
#                                      descriptions of their meaning were out of date.                                                       
#                                     Good data is indicated by a quality flag of 0.
#                                     The quality flags for each parameter are given as integers 4 bytes long (integer*4).                  
#                                       The individual 'bits' for each quality value are set (or cleared) in the analysis                    
#                                      code by adding (or subtracting) a power of 2 as follows: To set the 1st bit,                          
#                                      add 1.  To set the 2nd bit, add 2. To set the 3rd bit, add 4.  To set the 4th                         
#                                      bit, add 8, and so on.                                                                                
#                                     BIT  TO_SET_BIT     MEANING
#                                     1    +1     = 3 point parabolic fits to proton peaks were not attempted.
#                                     2    +2     = non-linear least squares fit was not attempted.
#                                     3    +4     = 3 point parabolic fits to proton peaks FAILED.
#                                     4    +8     = non-linear least squares fit FAILED. (Non-linear fit may be reported                    
#                                      as good for protons and, at the same time, not good for alphas.)                                      
#                                     5    +16    = Alpha params not valid for reason that the non-linear least squares                     
#                                      fit was done for protons only.  Not enough good energy channels to do simultaneous                    
#                                      alpha fit. (This value applies to iqual_core(5) only.)                                                
#                                     6    +32    = analysis code unable to get good value for spin period.
#                                     7    +64    = SWE instrument in mode 1 - calibration state.  Key parameters                           
#                                      not produced this mode, only in mode 1 - science.                                                     
#                                     8   +128   = 3 point fits done for cup 1 only.  Split collector ratio of currents                     
#                                      used to get n/s angle.  Either cup 2 turned off, or cup 2 densities were low                          
#                                      indicating noise associated with vibration.                                                           
#                                     9   +256   = fewer than 10 fc_blocks in spectrum. Analysis skipped.
#                                     10  +512   = Alpha non-linear fit produced values of thermal speed and density                        
#                                      that do not seem reasonable.                                                                          
#                                     11  +1024   = 3 point parabolic fits to proton peaks done for cup 2 only. Ratio                       
#                                      of currents on split collectors used to get n/s angle.  Probably Cup 1 is turned                      
#                                      off.                                                                                                  
#                                     12  +2048   = single width windows.  Delta E over E 6/5% instead of the default                       
#                                      13%.                                                                                                  
#                                     13  +4096   = tracking mode operation
#                                     14  +8192   = Limited tracking mode scan (Not a full scan)
#                                     Comments:
#                                     Non-linear fits are not done for Key Parameters (KPs), but those parameter values                     
#                                      are excellent and should be used to do science; non-linear fits are available,                        
#                                      but they have problems which suggest strongly that the KP parameters should                           
#                                      be used (see paper by Kasper et al., 'Physics-based tests to identify the accuracy                    
#                                      of solar wind ion measurements: A case study with the Wind Faraday Cups', J.                          
#                                      Geophys. Res., 111, A03105, doi:101029/2005JA011442. Examples (note that all                          
#                                      are even numbers because non-linear fits were not attempted)                                          
#                                     FLAG   Meaning
#                                     4098   Tracking mode (4096) full scan  + no non-linear (2)
#                                     14338  Limited tracking mode (8192) + Tracking mode (4096)
#                                     See http://cdaweb.gsfc.nasa.gov/wind_swe_quality.html for the complete guide                          
#                                      to the quality flag values.                                                                           
#                                     
#     MODS                            12/28/94, 3/4/96, by Alan J. Lazarus John T. Steinberg Daniel B. Berdichevsky.
#                                     Skeleton TABLE for plasma CDF SWE keyparameters, dbb, Jan., 1994.
#                                     Instr. qual. flags validmax setequal to +2147483647, 12/94. Qual. flags format                        
#                                      changed to compatible values with new validmax, jts and ajl, 12/94.                                   
#                                     Processing with instrument science modes 2 and 11 added, jts and dbb, 10/27/95.                       
#                                      DICT_KEYs added ajl, 3/4/96.                                                                          
#                                     Added quality flag info to TEXT field
#                                     RTN Initial Release: July 15 2024
#     ADID_REF                        NSSD0138
#     LOGICAL_FILE_ID                 wi_k0_swe_RTN
#     LOGICAL_SOURCE                  wi_k0_swe_RTN
#     LOGICAL_SOURCE_DESCRIPTION      Wind Solar Wind Experiment, Key Parameters in RTN [PRELIM]
#     PI_NAME                         Bennett Maruca
#     PI_AFFILIATION                  University of Delaware
#     MISSION_GROUP                   Wind
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     GENERATION_PROGRAM              WIND_SWE_KP
#     INPUT_FILE                      /home/anarock/workdir/rtn/swekp/spdf_reprocess/input/wi_k0_swe_20240120_v02.cdf
#     GENERATION_DATE                 18-September-2024 13:14:52.32-04:00
#     GENERATED_BY                    Adam Szabo (adam.szabo-1@nasa.gov)
#     CDAWEB_PARENTS                  wi_k0_swe_rtn_00000000_v01
#                                     wi_k0_swe_rtn_20240120_v02, wi_k0_swe_rtn_20240121_v01
#                                     wi_k0_swe_rtn_20240122_v02, wi_k0_swe_rtn_20240123_v01
#                                     wi_k0_swe_rtn_20240124_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, centered, in NSSDC Epoch
#  2. Solar Wind Most Probable Thermal Speed = sqrt(2kT/M), scalar
#  3. Solar Wind Proton Number Density, scalar
#  4. 1/2 time interval to collect data for parameters
#  5. Solar Wind Velocity in RTN coord., 3 comp.
#
EPOCH                          SW_VTH         ION_N      DEL_TIME        VR_RTN        VT_RTN        VN_RTN
dd-mm-yyyy hh:mm:ss.ms           km/s          #/cc            ms          km/s          km/s          km/s
20-01-2024 00:36:30.134       21.4473       4.21949       15558.8       249.005      -721.870      -312.814
20-01-2024 00:37:43.277  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 00:39:48.659       27.1693       5.31624       14987.5       392.145       14.3875      -17.4738
20-01-2024 00:40:47.277  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 00:43:06.612       24.0855       4.69884       14847.0       398.005       14.3542      -11.4245
20-01-2024 00:43:51.276  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 00:46:55.277  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 00:49:50.088       24.4236       4.72988       16417.0       397.225       19.4175      -3.86862
20-01-2024 00:51:30.388       19.8613       7.10659       15016.9       398.622       22.1792      -6.06126
20-01-2024 00:53:09.470       22.6938       4.61682       14847.0       396.118       12.6080      -18.6134
20-01-2024 00:54:49.947       24.6722       4.55213       14847.0       392.903       12.4149      -13.9585
20-01-2024 00:56:35.275       25.7414       4.89390       12559.4       394.670       8.46314      -9.09052
20-01-2024 00:58:12.329       28.2456       5.01967       13417.6       387.950      0.964041      -15.0796
20-01-2024 01:03:20.179       25.3891       4.52319       16417.0       405.584       24.9512      -11.6836
20-01-2024 01:04:56.522       20.3950       23.4856       17409.9       405.214       21.0407      -8.29955
20-01-2024 01:06:37.991       23.9597       4.64976       16416.8       401.446       17.7765      -5.61950
20-01-2024 01:06:51.276  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:09:55.277  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:13:22.896       29.2224       5.08214       13417.6       381.480       2.51876      -12.6333
20-01-2024 01:15:00.338       29.6047       5.27064       15017.1       375.315      -6.96772      -12.7121
20-01-2024 01:16:41.562       30.6683       5.52134       7990.17       370.050      -15.8308      -18.8689
20-01-2024 01:17:35.277  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:20:39.276  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:23:16.335       30.8367       5.31885       13417.6       370.431      -6.04360      -18.2722
20-01-2024 01:23:43.276  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:26:35.006       31.9167       5.52068       15558.9       367.946       16.7950      -10.7702
20-01-2024 01:28:24.184       33.4693       5.48204       19556.9       376.885       24.0725       11.8005
20-01-2024 01:30:03.803       24.2632       4.30496       12559.6       380.687     -0.505997      -8.88681
20-01-2024 01:31:44.996       30.0934       4.66005       7137.72       386.568       9.82836      -15.6627
20-01-2024 01:32:55.277  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:34:59.669       33.3900       5.31056       13417.4       377.723       5.12262      -21.1390
20-01-2024 01:35:59.277  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:38:27.043       33.1089       5.53677       13417.6       387.127       12.8643       2.56399
20-01-2024 01:39:03.276  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:42:07.277  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:43:39.277  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:43:39.277  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 01:50:01.464       20.9622       77.4125       22119.8       375.787      -548.598       188.289
20-01-2024 01:51:46.721       23.8337       62.4149       20549.8       386.021       7.37035       8.63836
20-01-2024 01:53:29.760       33.8228       5.40399       17986.9       380.148       11.1938       6.19542
20-01-2024 01:55:10.235       31.3939       5.26598       16411.2       381.965       13.7782      0.532104
20-01-2024 01:56:51.431       28.8244       4.72164       13989.1       382.206       15.2841       13.9178
20-01-2024 01:58:31.836       24.3438       34.1102       17409.9       383.253       6.13366       3.16268
20-01-2024 01:58:59.277  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 02:01:52.719       26.3036       8.85603       11130.1       383.523       10.1846       7.14259
20-01-2024 02:06:47.728       18.5659       101.635       20549.8       410.381      -486.774       328.403
20-01-2024 02:10:12.954       29.3048       4.84348       13417.4       381.180       10.4373       17.4280
20-01-2024 02:11:52.578       27.8908       4.59784       13989.1       379.283       10.7230       18.8163
20-01-2024 02:13:32.337       31.2107       5.30485       14987.5       378.874       3.30016       17.9206
20-01-2024 02:17:23.276  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
20-01-2024 02:20:11.749       24.5230       80.5394       17409.7       384.972       1.23860       21.3271
